"","diff","lwr","upr","p adj"
"ssp370E:D-Ahistorical:A",25.540882664,-6.5859349151948,57.6677002431948,0.350158978790034
"zz245L:D-Ahistorical:A",26.570925583,-5.55589199619483,58.6977431621948,0.274959779984106
"zz370L:D-Ahistorical:A",16.055904126,-16.0709134531948,48.1827217051948,0.976243875715564
"ssp245E:A-Current:A",-34.1547433929998,-66.2815609721946,-2.02792581380498,0.0231984264710533
"ssp370E:A-Current:A",-43.6150855369998,-75.7419031161946,-11.488267957805,0.000294476235356833
"zz245L:A-Current:A",-41.0653188199998,-73.1921363991946,-8.938501240805,0.00106801004042256
"zz370L:A-Current:A",-61.9984447908997,-94.1252623700945,-29.8716272117049,4.55175297453536e-09
"Ahistorical:B-Current:A",-8.97166135099992,-41.0984789301947,23.1551562281949,0.999996936331854
"Current:B-Current:A",-3.20795137799993,-35.3347689571947,28.9188662011949,1
"ssp245E:B-Current:A",-42.0761884049998,-74.2030059841946,-9.94937082580503,0.000646526616728482
"ssp370E:B-Current:A",-52.1608405932998,-84.2876581724946,-20.034023014105,2.42272529826781e-06
"zz245L:B-Current:A",-49.3047493152998,-81.4315668944946,-17.177931736105,1.29986206818256e-05
"zz370L:B-Current:A",-68.4766300668998,-100.603447646095,-36.349812487705,5.13353803910377e-11
"Ahistorical:C-Current:A",16.7455476680001,-15.3812699111947,48.8723652471949,0.962348315821106
"Current:C-Current:A",17.9450928630001,-14.1817247161947,50.0719104421949,0.924950877442406
"ssp245E:C-Current:A",7.43912356600016,-24.6876940131946,39.565941145195,0.999999916791603
"ssp370E:C-Current:A",0.810357220000199,-31.3164603591946,32.937174799195,1
"zz245L:C-Current:A",1.70859485500019,-30.4182227241946,33.835412434195,1
"zz370L:C-Current:A",-31.6114733653998,-63.7382909445946,0.51534421379499,0.0600887598053323
"Ahistorical:D-Current:A",24.5862540780001,-7.54056350119474,56.7130716571949,0.428083003104908
"Current:D-Current:A",26.0025630920001,-6.12425448719473,58.1293806711949,0.315189805685748
"ssp245E:D-Current:A",22.8265974250001,-9.30022015419466,54.953415004195,0.583649604337798
"ssp370E:D-Current:A",20.5090008580002,-11.6178167211946,52.635818437195,0.778240440312348
"zz245L:D-Current:A",21.5390437770001,-10.5877738021947,53.665861356195,0.696325260340917
"zz370L:D-Current:A",11.0240223200002,-21.1027952591946,43.150839899195,0.999883945476005
"ssp370E:A-ssp245E:A",-9.46034214400003,-41.5871597231948,22.6664754351948,0.999991892171182
"zz245L:A-ssp245E:A",-6.91057542700003,-39.0373930061948,25.2162421521948,0.999999981045197
"zz370L:A-ssp245E:A",-27.8437013979,-59.9705189770948,4.28311618129485,0.197078859517861
"Ahistorical:B-ssp245E:A",25.1830820419999,-6.94373553719495,57.3098996211947,0.378549136919166
"Current:B-ssp245E:A",30.9467920149999,-1.18002556419496,63.0736095941947,0.0756190821806261
"ssp245E:B-ssp245E:A",-7.92144501200005,-40.0482625911949,24.2053725671948,0.999999713645884
"ssp370E:B-ssp245E:A",-18.0060972003,-50.1329147794948,14.1207203788948,0.922540252635041
"zz245L:B-ssp245E:A",-15.1500059223,-47.2768235014948,16.9768116568948,0.988027371949862
"zz370L:B-ssp245E:A",-34.3218866739,-66.4487042530948,-2.19506909470522,0.0217096068931738
"Ahistorical:C-ssp245E:A",50.9002910609999,18.773473481805,83.0271086401947,5.1297075251977e-06
"Current:C-ssp245E:A",52.0998362559999,19.9730186768051,84.2266538351947,2.51307048204641e-06
"ssp245E:C-ssp245E:A",41.5938669589999,9.46704937980514,73.7206845381947,0.000822699497088908
"ssp370E:C-ssp245E:A",34.965100613,2.83828303380518,67.0919181921948,0.0167497960141942
"zz245L:C-ssp245E:A",35.863338248,3.73652066880516,67.9901558271948,0.0115368634701456
